user_id,age,country,device,tenure_days,exp1_group,watch_time_seconds,exp2_group,clicked,exp3_group,app_opens,exp4_group,session_length_minutes
u_000762,39,DE,iOS,730,treatment,90.6,treatment,0,control,7.6,treatment,13.72
u_000763,23,ID,Android,77,control,239.7,treatment,0,treatment,9.6,treatment,11.29
u_000764,30,BR,Android,22,control,271.6,control,0,control,5.0,treatment,4.18
u_000765,19,DE,iOS,58,treatment,216.8,control,0,treatment,7.7,treatment,8.68
u_000766,23,UK,Android,97,control,165.3,control,0,treatment,11.5,treatment,18.9
u_000767,34,BR,iOS,328,treatment,156.8,treatment,0,treatment,3.9,control,16.48
u_000768,20,US,Android,617,treatment,190.9,treatment,0,treatment,8.1,treatment,7.94
u_000769,34,DE,Android,228,control,160.6,control,0,treatment,7.1,treatment,9.9
u_000770,28,IN,Android,485,treatment,275.6,control,0,treatment,9.5,treatment,13.48
u_000771,20,US,Android,35,control,192.5,treatment,0,control,8.9,control,5.7
u_000772,27,US,iOS,476,treatment,212.4,treatment,0,control,11.2,control,18.09
u_000773,29,DE,Android,155,treatment,177.8,treatment,0,treatment,5.0,control,14.99
u_000774,27,US,Android,107,treatment,155.2,control,0,control,5.1,control,10.29
u_000775,14,FR,iOS,108,control,81.7,treatment,0,control,6.6,control,11.28
u_000776,19,IN,Android,550,treatment,115.9,control,0,control,9.2,control,9.69
u_000777,22,UK,iOS,81,control,214.3,control,0,control,9.0,control,6.16
u_000778,23,UK,Android,30,control,116.9,control,0,control,6.7,control,20.64
u_000779,27,IN,Android,161,treatment,97.2,control,0,treatment,11.8,treatment,5.41
u_000780,25,IN,iOS,21,control,98.9,control,0,treatment,6.2,control,11.2
u_000781,15,BR,Android,224,treatment,62.7,control,0,control,10.8,treatment,6.15
u_000782,26,IN,Android,1,treatment,238.3,treatment,0,treatment,7.9,treatment,10.64
u_000783,27,IN,Android,94,control,176.1,control,0,treatment,5.8,treatment,12.94
u_000784,27,UK,iOS,289,treatment,188.1,treatment,0,control,7.8,control,10.98
u_000785,30,IN,Android,94,control,134.5,treatment,0,control,8.8,treatment,18.01
u_000786,29,IN,Android,261,control,174.3,treatment,0,control,11.8,control,8.11
u_000787,26,BR,iOS,218,control,222.5,control,0,treatment,4.9,treatment,5.27
u_000788,23,US,Android,199,control,193.9,treatment,0,control,9.7,treatment,7.64
u_000789,14,MX,Android,96,control,113.4,control,0,control,10.7,treatment,15.08
u_000790,26,ID,iOS,451,control,123.2,control,0,treatment,11.4,control,16.62
u_000791,25,UK,Android,80,control,183.8,control,0,control,9.2,treatment,4.38
u_000792,25,IN,Android,86,treatment,182.0,control,1,treatment,3.3,control,12.84
u_000793,16,FR,iOS,215,treatment,192.5,treatment,0,control,9.6,control,8.02
u_000794,17,US,iOS,246,treatment,179.8,control,0,control,15.1,treatment,11.61
u_000795,30,MX,iOS,68,treatment,233.7,treatment,0,control,11.5,control,11.48
u_000796,23,IN,iOS,286,treatment,120.1,treatment,0,treatment,6.0,treatment,6.79
u_000797,28,BR,iOS,315,treatment,122.1,control,0,control,10.1,control,11.7
u_000798,24,ID,Android,8,control,72.8,treatment,0,control,9.1,treatment,10.64
u_000799,24,IN,Android,114,treatment,196.0,control,0,treatment,5.8,control,13.88
u_000800,29,US,iOS,193,treatment,195.3,treatment,1,treatment,9.1,treatment,6.75
u_000801,20,DE,Android,51,control,120.3,control,1,control,6.5,control,10.45
u_000802,24,ID,iOS,195,treatment,129.4,treatment,0,treatment,9.1,treatment,13.43
u_000803,21,BR,iOS,35,treatment,269.5,control,0,treatment,11.8,control,10.9
u_000804,21,IN,iOS,1,treatment,118.9,control,0,treatment,11.8,treatment,10.99
u_000805,22,IN,Android,156,control,231.4,control,0,treatment,4.2,control,7.12
u_000806,25,MX,Android,12,control,101.0,control,0,control,8.4,treatment,11.99
u_000807,21,US,Android,108,treatment,177.1,control,0,treatment,11.9,control,0.5
u_000808,31,DE,Android,102,control,121.4,control,0,treatment,10.1,treatment,15.0
u_000809,18,US,iOS,546,control,230.8,treatment,0,control,6.0,control,10.51
u_000810,22,BR,Android,23,treatment,244.0,control,0,control,7.7,control,6.73
u_000811,21,UK,iOS,124,control,101.9,control,0,control,6.4,treatment,19.29
u_000812,32,ID,Android,277,control,138.1,control,0,control,5.4,treatment,1.77
u_000813,25,US,iOS,20,control,189.5,treatment,0,control,4.6,control,6.62
u_000814,30,BR,Android,184,treatment,191.8,control,0,control,8.9,control,0.96
u_000815,15,DE,iOS,575,control,157.9,control,0,treatment,10.0,control,17.61
u_000816,25,IN,Android,2,control,186.8,control,0,treatment,9.5,control,14.36
u_000817,29,US,iOS,113,control,197.0,control,0,control,7.5,control,9.6
u_000818,24,US,iOS,347,treatment,135.3,control,0,control,6.3,control,3.65
u_000819,30,BR,Android,36,treatment,156.5,control,0,treatment,11.1,control,14.08
u_000820,20,US,Android,171,treatment,139.7,treatment,0,control,4.8,control,15.24
u_000821,32,US,Android,149,treatment,116.1,control,0,control,4.5,control,11.71
u_000822,37,IN,Android,210,control,225.6,treatment,0,treatment,8.1,treatment,5.77
u_000823,21,US,iOS,234,treatment,215.9,control,0,treatment,5.1,control,5.48
u_000824,21,US,iOS,163,treatment,226.5,control,0,control,8.8,control,11.0
u_000825,32,IN,iOS,264,treatment,149.3,treatment,0,control,8.8,control,14.77
u_000826,33,UK,iOS,46,treatment,87.9,treatment,0,control,11.4,control,16.46
u_000827,20,US,Android,372,treatment,206.9,treatment,0,treatment,8.1,treatment,9.89
u_000828,21,IN,iOS,437,control,147.7,control,0,control,6.7,treatment,6.65
u_000829,22,UK,Android,46,control,150.1,control,0,control,8.2,treatment,7.96
u_000830,15,US,Android,730,treatment,81.6,treatment,0,control,9.8,control,12.26
u_000831,18,ID,Android,277,control,178.2,treatment,0,treatment,10.9,control,5.42
u_000832,17,BR,Android,19,treatment,240.1,treatment,0,control,11.5,treatment,22.0
u_000833,19,US,Android,88,treatment,163.2,treatment,0,control,8.5,treatment,6.17
u_000834,23,BR,iOS,1,control,90.2,treatment,0,control,5.7,treatment,8.46
u_000835,25,FR,iOS,108,treatment,128.5,control,0,treatment,8.5,control,5.03
u_000836,33,FR,Android,209,control,113.8,treatment,0,control,5.9,treatment,15.14
u_000837,18,IN,Android,81,treatment,136.7,control,0,treatment,8.3,control,11.59
u_000838,29,US,Android,31,control,177.4,treatment,0,control,10.7,treatment,11.96
u_000839,22,IN,Android,569,treatment,266.0,control,0,treatment,8.3,control,7.17
u_000840,23,US,Android,29,treatment,220.5,treatment,0,control,11.5,control,23.52
u_000841,28,IN,iOS,648,control,259.8,treatment,0,treatment,11.3,control,21.08
u_000842,17,DE,Android,199,treatment,252.5,control,0,treatment,8.2,control,6.84
u_000843,26,IN,iOS,26,treatment,149.9,control,0,treatment,2.5,control,11.29
u_000844,24,BR,iOS,331,treatment,166.9,control,0,control,6.0,control,8.19
u_000845,26,US,Android,378,treatment,201.7,control,0,treatment,10.4,treatment,5.34
u_000846,25,US,iOS,29,treatment,202.3,treatment,1,control,7.9,control,10.0
u_000847,38,FR,Android,157,control,155.3,control,0,treatment,13.7,treatment,13.87
u_000848,20,UK,iOS,388,control,241.5,treatment,0,control,8.0,control,14.79
u_000849,20,UK,iOS,266,control,141.9,control,0,treatment,12.7,control,12.75
u_000850,20,BR,Android,41,control,224.9,control,0,treatment,1.7,control,9.13
u_000851,20,ID,Android,18,control,44.9,treatment,0,treatment,5.0,treatment,4.92
u_000852,20,UK,iOS,156,control,160.8,control,0,control,4.4,control,18.35
u_000853,31,IN,iOS,118,treatment,169.0,treatment,0,treatment,10.6,treatment,10.32
u_000854,32,UK,iOS,625,treatment,197.3,treatment,0,control,10.6,control,11.78
u_000855,20,IN,Android,101,treatment,99.1,control,0,control,5.1,treatment,13.5
u_000856,19,US,Android,27,control,194.6,control,0,treatment,9.2,treatment,3.52
u_000857,26,IN,iOS,85,treatment,113.8,control,0,control,7.1,control,16.82
u_000858,20,US,Android,8,control,329.4,treatment,0,treatment,10.4,control,18.04
u_000859,27,DE,iOS,114,treatment,166.1,treatment,0,treatment,9.6,control,3.34
u_000860,25,BR,iOS,730,treatment,251.0,control,0,treatment,3.9,control,12.03
u_000861,14,FR,Android,214,treatment,187.7,control,0,treatment,5.5,treatment,6.65
u_000862,33,BR,Android,86,treatment,252.0,control,0,control,7.9,treatment,16.47
u_000863,34,US,Android,424,control,80.8,control,0,treatment,3.8,treatment,7.34
u_000864,20,IN,iOS,63,treatment,185.5,control,0,treatment,9.5,control,5.39
u_000865,21,ID,Android,128,control,176.2,control,0,treatment,9.8,control,12.16
u_000866,25,IN,Android,309,control,183.9,control,0,treatment,11.6,control,12.63
u_000867,26,BR,Android,215,control,52.5,control,0,treatment,14.2,control,8.88
u_000868,27,US,Android,9,treatment,151.0,control,0,treatment,8.6,control,16.64
u_000869,36,MX,Android,398,control,181.9,treatment,0,control,8.0,treatment,10.91
u_000870,22,DE,Android,177,treatment,229.1,treatment,0,control,7.2,treatment,12.64
u_000871,19,UK,Android,730,treatment,184.3,treatment,0,control,5.6,treatment,12.74
u_000872,15,MX,Android,426,treatment,76.7,control,0,treatment,5.0,control,11.96
u_000873,19,US,Android,112,control,223.4,treatment,0,treatment,11.1,treatment,13.96
u_000874,23,US,Android,261,treatment,188.6,control,0,treatment,6.1,treatment,8.57
u_000875,34,IN,Android,252,treatment,160.4,control,0,control,8.5,treatment,21.37
u_000876,20,IN,Android,6,treatment,168.2,control,0,treatment,7.1,control,5.61
u_000877,25,BR,Android,134,control,143.9,treatment,0,control,15.2,control,15.85
u_000878,23,BR,Android,102,control,174.9,control,0,treatment,9.6,control,4.17
u_000879,31,US,Android,50,control,199.3,treatment,0,control,15.9,control,7.4
u_000880,39,US,Android,9,treatment,278.5,control,0,control,2.9,control,11.72
u_000881,20,US,iOS,173,control,192.3,treatment,0,control,8.8,control,19.3
u_000882,21,FR,Android,99,control,199.8,control,0,treatment,10.2,treatment,20.45
u_000883,30,BR,iOS,4,control,201.4,control,0,treatment,9.5,treatment,13.37
u_000884,28,DE,iOS,729,control,172.4,treatment,0,treatment,5.0,treatment,0.88
u_000885,35,IN,iOS,730,treatment,213.5,treatment,0,control,1.7,treatment,4.93
u_000886,27,US,iOS,448,treatment,147.7,treatment,0,treatment,8.7,treatment,12.69
u_000887,21,BR,Android,66,control,140.5,treatment,0,treatment,13.2,treatment,10.23
u_000888,27,IN,Android,208,control,189.5,treatment,0,control,10.4,treatment,21.3
u_000889,30,IN,Android,290,control,250.2,control,0,control,2.1,control,17.64
u_000890,28,IN,iOS,30,treatment,270.3,control,0,control,10.3,control,6.39
u_000891,27,ID,Android,119,treatment,291.2,control,0,treatment,8.4,treatment,13.48
u_000892,30,BR,Android,240,control,51.4,treatment,0,control,10.1,control,16.63
u_000893,31,US,Android,63,control,171.7,control,0,control,8.2,treatment,7.64
u_000894,32,MX,Android,18,treatment,199.2,treatment,0,treatment,2.4,control,8.28
u_000895,27,BR,iOS,143,control,144.7,treatment,1,control,9.1,control,9.06
u_000896,22,IN,iOS,95,control,192.3,treatment,0,treatment,11.7,control,10.16
u_000897,24,ID,Android,108,treatment,185.5,control,1,control,7.3,control,20.0
u_000898,31,US,Android,316,treatment,253.7,treatment,0,control,10.7,control,9.36
u_000899,19,DE,Android,93,treatment,140.5,control,0,treatment,9.7,control,7.63
u_000900,26,UK,iOS,157,control,241.8,treatment,0,treatment,12.4,control,5.48
u_000901,21,UK,Android,379,treatment,171.4,control,0,treatment,7.7,treatment,6.43
u_000902,24,MX,Android,186,control,161.4,treatment,0,control,12.6,control,13.35
u_000903,31,UK,iOS,237,control,73.9,control,1,control,7.7,treatment,19.93
u_000904,25,DE,iOS,185,control,252.3,treatment,0,treatment,12.7,control,5.86
u_000905,24,UK,Android,87,treatment,274.0,control,0,control,8.4,control,15.58
u_000906,15,BR,Android,21,control,187.9,treatment,0,control,11.8,treatment,4.53
u_000907,28,US,Android,87,control,111.7,control,0,treatment,9.5,control,7.93
u_000908,27,ID,Android,167,control,257.6,control,0,control,8.6,treatment,9.69
u_000909,36,US,iOS,5,treatment,264.4,control,0,treatment,7.3,treatment,5.98
u_000910,22,DE,Android,296,control,147.6,treatment,0,treatment,8.5,treatment,7.32
u_000911,25,IN,iOS,394,treatment,252.5,control,0,treatment,7.4,control,13.57
u_000912,25,IN,iOS,5,treatment,230.6,control,0,treatment,6.7,treatment,1.13
u_000913,33,US,iOS,146,control,183.9,treatment,0,treatment,9.3,treatment,5.25
u_000914,23,FR,iOS,516,control,151.7,treatment,0,control,13.2,control,12.67
u_000915,25,MX,Android,114,treatment,263.8,treatment,0,control,14.2,control,8.33
u_000916,27,IN,iOS,373,treatment,189.9,control,0,control,8.4,treatment,12.02
u_000917,25,FR,Android,39,treatment,150.3,treatment,1,treatment,11.0,control,7.54
u_000918,21,FR,Android,15,treatment,256.2,control,0,treatment,9.0,control,15.46
u_000919,25,IN,iOS,340,control,218.8,treatment,0,treatment,9.2,control,14.98
u_000920,30,US,Android,115,control,206.6,control,0,control,7.0,treatment,17.44
u_000921,17,IN,Android,73,control,225.6,treatment,0,control,11.7,treatment,6.71
u_000922,24,UK,Android,143,treatment,196.8,treatment,0,treatment,6.0,control,11.47
u_000923,19,IN,Android,237,treatment,223.4,treatment,1,control,12.2,treatment,13.02
u_000924,31,DE,iOS,119,treatment,63.8,control,0,treatment,8.6,treatment,11.49
u_000925,14,UK,Android,77,control,112.6,treatment,0,control,4.6,treatment,10.37
u_000926,20,DE,Android,415,treatment,154.8,treatment,0,treatment,8.4,control,7.52
u_000927,26,FR,iOS,175,control,219.4,treatment,0,control,9.1,treatment,8.71
u_000928,33,MX,iOS,172,treatment,208.9,treatment,0,treatment,10.3,control,20.23
u_000929,23,IN,iOS,162,treatment,290.0,control,0,control,5.2,control,0.5
u_000930,20,BR,Android,78,control,44.5,control,0,treatment,6.4,control,11.73
u_000931,35,MX,Android,557,control,208.8,control,0,treatment,12.1,treatment,15.31
u_000932,15,US,iOS,537,treatment,211.9,treatment,0,control,9.4,control,5.29
u_000933,13,ID,Android,221,treatment,83.7,treatment,0,control,7.7,treatment,12.34
u_000934,26,IN,Android,91,control,227.7,control,0,treatment,11.3,treatment,10.48
u_000935,20,IN,Android,60,treatment,199.1,control,0,treatment,5.7,treatment,10.6
u_000936,17,MX,Android,608,treatment,104.1,treatment,0,control,4.8,control,8.64
u_000937,28,UK,Android,86,control,118.6,treatment,0,treatment,7.3,treatment,13.37
u_000938,25,DE,iOS,74,treatment,159.3,treatment,0,control,10.7,control,9.77
u_000939,20,ID,Android,524,treatment,177.7,control,0,control,2.9,control,14.1
u_000940,16,BR,Android,56,control,254.0,treatment,0,treatment,7.4,control,18.23
u_000941,29,IN,iOS,61,control,201.7,treatment,0,treatment,8.3,treatment,10.37
u_000942,27,US,iOS,92,control,199.8,treatment,0,control,9.0,control,11.51
u_000943,23,BR,iOS,527,control,219.1,treatment,0,treatment,9.8,treatment,14.59
u_000944,35,ID,Android,31,control,206.5,treatment,0,treatment,10.4,treatment,13.29
u_000945,17,US,iOS,172,control,178.6,treatment,0,treatment,14.5,treatment,13.39
u_000946,14,IN,Android,179,treatment,174.9,treatment,0,treatment,6.2,control,8.63
u_000947,19,DE,Android,235,control,75.8,control,0,treatment,9.9,treatment,16.93
u_000948,23,BR,Android,57,treatment,142.6,control,0,control,11.0,control,13.23
u_000949,25,BR,Android,64,control,130.7,control,0,treatment,3.8,control,10.28
u_000950,22,US,Android,50,control,108.5,treatment,0,treatment,9.0,control,7.39
u_000951,26,BR,iOS,119,treatment,266.7,control,0,control,9.8,control,11.08
u_000952,16,MX,Android,103,treatment,143.9,control,0,control,8.2,treatment,18.12
u_000953,32,IN,Android,179,treatment,232.8,treatment,0,control,5.7,control,13.42
u_000954,23,US,iOS,224,control,121.3,control,0,control,6.8,treatment,13.24
u_000955,30,US,iOS,300,control,83.6,treatment,0,control,10.4,treatment,17.18
u_000956,26,IN,Android,108,control,247.2,treatment,0,treatment,5.6,treatment,7.63
u_000957,26,ID,iOS,174,treatment,143.2,control,0,control,8.8,treatment,19.96
u_000958,27,US,iOS,45,treatment,138.3,control,0,treatment,8.5,control,9.76
u_000959,26,IN,Android,213,control,48.6,control,0,treatment,5.6,control,14.03
u_000960,27,BR,iOS,730,control,273.2,treatment,0,control,2.0,control,7.49
u_000961,31,US,iOS,321,control,122.2,control,0,treatment,12.7,control,13.09
u_000962,25,UK,Android,83,control,245.5,control,0,control,6.9,treatment,8.6
u_000963,28,BR,iOS,119,treatment,242.4,treatment,0,treatment,13.3,treatment,23.14
u_000964,23,ID,iOS,24,control,174.9,treatment,0,control,10.8,treatment,7.5
u_000965,32,BR,iOS,121,treatment,137.0,control,0,control,0.8,control,5.69
u_000966,19,ID,Android,117,treatment,226.1,control,0,control,7.9,control,15.64
u_000967,34,BR,iOS,102,treatment,286.7,control,0,control,10.6,control,3.66
u_000968,23,DE,Android,94,treatment,314.9,treatment,0,control,6.9,control,6.4
u_000969,15,MX,iOS,2,control,221.5,control,0,treatment,7.3,treatment,6.1
u_000970,24,MX,Android,20,treatment,227.6,control,0,treatment,3.8,control,3.51
u_000971,19,BR,iOS,44,control,171.1,control,0,control,9.4,control,14.59
u_000972,29,FR,iOS,88,treatment,249.8,treatment,0,treatment,9.5,treatment,10.38
u_000973,20,US,Android,184,control,116.8,control,0,treatment,12.0,treatment,7.7
u_000974,21,US,Android,20,treatment,112.5,control,0,control,7.2,control,9.96
u_000975,13,MX,iOS,277,treatment,134.5,treatment,0,control,3.6,control,11.3
u_000976,21,MX,iOS,109,control,141.7,control,0,control,7.6,treatment,7.58
u_000977,13,MX,Android,20,treatment,250.1,treatment,0,control,4.9,control,8.91
u_000978,14,DE,Android,234,control,161.4,control,0,control,7.1,treatment,13.87
u_000979,28,IN,Android,1,treatment,157.4,treatment,0,control,12.6,control,14.22
u_000980,28,FR,Android,337,control,198.5,control,0,treatment,4.1,control,12.37
u_000981,26,US,Android,393,control,153.6,treatment,0,treatment,1.4,control,18.84
u_000982,18,FR,Android,189,control,170.4,treatment,0,control,6.3,control,12.51
u_000983,23,BR,iOS,335,treatment,78.5,treatment,1,control,6.9,control,14.12
u_000984,23,US,Android,82,control,137.6,treatment,0,treatment,8.0,treatment,11.3
u_000985,17,ID,Android,428,control,185.5,control,0,control,3.3,treatment,3.3
u_000986,33,UK,Android,26,control,141.5,treatment,0,treatment,4.5,treatment,9.95
u_000987,29,US,iOS,100,treatment,138.7,treatment,0,treatment,7.6,control,12.74
u_000988,22,US,Android,85,treatment,305.7,treatment,0,treatment,6.7,treatment,8.92
u_000989,24,US,Android,349,control,102.6,treatment,0,control,10.7,control,11.81
u_000990,25,MX,iOS,8,control,227.4,treatment,0,control,9.4,control,7.35
u_000991,13,IN,Android,116,treatment,206.6,treatment,0,treatment,6.8,treatment,7.59
u_000992,22,FR,iOS,147,control,136.5,control,0,treatment,9.5,treatment,5.97
u_000993,19,IN,iOS,175,control,162.0,treatment,1,treatment,4.3,treatment,14.72
u_000994,17,DE,Android,64,control,118.3,treatment,0,treatment,15.0,treatment,2.52
u_000995,22,FR,Android,556,treatment,281.3,control,0,treatment,6.4,control,8.32
u_000996,34,US,iOS,450,treatment,287.8,treatment,0,control,9.2,control,10.15
u_000997,27,US,Android,113,control,189.6,treatment,0,treatment,7.5,control,13.14
u_000998,20,UK,iOS,368,treatment,283.7,control,0,control,7.6,treatment,5.89
u_000999,27,DE,Android,88,treatment,196.8,treatment,0,treatment,4.3,control,7.31
u_001000,32,DE,Android,18,treatment,253.0,control,0,treatment,10.7,control,11.24
u_001001,29,IN,Android,33,control,208.4,control,1,control,5.4,control,12.56
u_001002,24,US,Android,268,treatment,106.9,control,0,treatment,11.1,treatment,11.2
u_001003,20,MX,iOS,55,treatment,263.1,control,0,control,6.1,treatment,8.32
u_001004,28,BR,iOS,353,treatment,249.9,control,0,treatment,11.0,treatment,6.4
u_001005,26,US,Android,414,control,152.7,treatment,0,control,7.1,control,16.26
u_001006,29,MX,iOS,43,control,154.5,treatment,0,treatment,9.3,treatment,15.24
u_001007,27,FR,Android,1,treatment,197.3,treatment,0,treatment,9.5,treatment,12.04
u_001008,30,US,Android,93,control,155.3,control,0,control,8.2,treatment,0.86
u_001009,20,UK,Android,1,treatment,206.7,control,0,treatment,11.2,control,8.34
u_001010,31,MX,Android,51,treatment,247.3,control,0,control,1.6,control,0.94
u_001011,25,BR,Android,125,control,207.3,control,0,control,10.1,control,6.28
u_001012,36,FR,iOS,109,control,87.0,control,0,treatment,10.1,treatment,8.06
u_001013,19,DE,iOS,181,treatment,271.2,control,0,control,10.0,control,10.23
u_001014,34,US,Android,5,treatment,172.8,control,0,treatment,5.9,control,5.75
u_001015,25,ID,iOS,115,control,171.2,treatment,0,treatment,8.0,treatment,5.38
u_001016,20,ID,iOS,97,control,146.7,treatment,0,treatment,2.9,treatment,19.67
u_001017,21,US,iOS,49,control,158.3,control,0,treatment,8.3,control,8.74
u_001018,22,US,Android,209,control,110.2,treatment,0,treatment,8.9,control,7.58
u_001019,26,BR,Android,71,treatment,220.1,treatment,0,control,9.1,treatment,4.52
u_001020,27,IN,Android,123,treatment,200.1,treatment,0,treatment,13.0,control,11.57
u_001021,20,IN,iOS,38,treatment,133.8,control,0,treatment,4.2,treatment,4.3
u_001022,23,US,iOS,35,control,249.1,treatment,0,control,8.3,control,9.28
u_001023,36,BR,Android,151,treatment,103.2,control,0,treatment,12.4,treatment,15.23
u_001024,34,IN,iOS,16,control,143.5,control,0,treatment,8.5,treatment,8.46
u_001025,26,DE,Android,468,control,191.0,control,0,control,3.0,control,2.94
u_001026,24,UK,Android,655,control,149.7,control,0,control,7.7,control,16.59
u_001027,24,DE,iOS,26,control,156.3,control,0,treatment,6.3,control,21.73
u_001028,27,IN,Android,34,treatment,155.3,treatment,0,treatment,8.7,treatment,16.26
u_001029,17,BR,Android,130,treatment,208.9,treatment,0,treatment,10.7,control,1.43
u_001030,22,UK,Android,57,control,149.2,treatment,0,control,2.4,treatment,12.53
u_001031,13,MX,Android,54,treatment,223.8,treatment,0,treatment,6.8,control,18.36
u_001032,26,DE,Android,205,treatment,86.7,treatment,0,control,8.9,treatment,4.58
u_001033,27,MX,Android,268,treatment,198.7,treatment,0,control,1.7,treatment,8.39
u_001034,21,BR,Android,121,control,175.3,treatment,0,control,5.9,control,12.88
u_001035,33,UK,iOS,53,treatment,219.4,control,0,control,5.9,control,19.7
u_001036,16,BR,iOS,414,treatment,154.6,treatment,0,control,9.8,treatment,7.41
u_001037,15,FR,Android,218,control,172.0,control,0,control,8.7,control,11.38
u_001038,25,BR,iOS,197,control,252.9,treatment,0,treatment,7.7,treatment,16.32
u_001039,30,FR,iOS,179,treatment,166.1,treatment,0,treatment,7.3,control,7.34
u_001040,34,UK,iOS,395,treatment,264.2,control,0,control,5.2,control,17.17
u_001041,21,DE,Android,35,control,269.0,control,0,treatment,9.0,control,15.72
u_001042,30,ID,iOS,166,treatment,275.9,treatment,0,control,5.2,control,13.6
u_001043,23,MX,iOS,127,treatment,178.8,control,0,treatment,6.8,control,16.0
u_001044,22,ID,Android,124,control,183.6,treatment,0,control,8.1,treatment,2.53
u_001045,29,IN,Android,23,control,143.2,treatment,1,treatment,2.6,treatment,13.12
u_001046,27,ID,Android,34,control,129.9,control,0,control,4.3,control,5.91
u_001047,14,FR,iOS,141,control,219.4,treatment,1,control,16.1,treatment,11.81
u_001048,32,IN,Android,55,control,195.8,control,0,treatment,9.1,control,17.87
u_001049,32,FR,iOS,525,treatment,218.8,control,0,control,8.0,control,14.04
u_001050,20,US,iOS,39,control,97.5,treatment,0,treatment,6.7,control,17.36
u_001051,26,US,Android,144,control,119.4,control,1,treatment,4.4,control,16.67
u_001052,26,IN,Android,98,control,173.2,treatment,0,control,13.5,control,8.96
u_001053,25,DE,Android,148,treatment,197.3,treatment,0,control,11.1,treatment,11.83
u_001054,20,US,iOS,118,control,103.3,control,0,treatment,7.7,treatment,16.23
u_001055,19,ID,iOS,53,control,143.6,treatment,0,control,3.6,control,11.3
u_001056,23,IN,Android,535,treatment,285.9,control,0,treatment,14.3,treatment,17.73
u_001057,31,UK,Android,23,control,188.6,treatment,0,control,3.0,control,4.29
u_001058,27,UK,iOS,19,treatment,213.5,control,0,control,11.4,control,3.9
u_001059,21,US,Android,538,control,238.3,treatment,0,treatment,1.5,control,15.81
u_001060,28,IN,Android,99,treatment,178.6,treatment,0,treatment,9.9,treatment,11.18
u_001061,13,IN,iOS,105,control,170.4,treatment,0,treatment,3.9,control,11.16
u_001062,30,UK,iOS,47,control,18.0,treatment,0,treatment,12.4,control,4.4
u_001063,13,FR,iOS,132,control,206.5,treatment,0,control,8.4,control,9.5
u_001064,21,MX,Android,46,treatment,176.5,treatment,0,treatment,8.9,treatment,22.04
u_001065,17,IN,iOS,537,treatment,240.9,treatment,0,treatment,10.0,control,9.35
u_001066,16,IN,iOS,18,control,209.9,treatment,0,control,6.4,treatment,14.92
u_001067,30,US,iOS,79,control,113.3,treatment,0,control,6.4,treatment,4.08
u_001068,21,BR,Android,128,treatment,247.3,treatment,0,control,9.7,control,7.79
u_001069,26,FR,Android,363,control,250.2,control,0,treatment,11.3,treatment,11.6
u_001070,23,DE,Android,6,treatment,201.8,treatment,0,control,5.9,control,15.87
u_001071,26,US,iOS,146,treatment,120.4,control,0,control,7.6,treatment,9.64
u_001072,24,US,Android,25,control,154.8,control,0,control,12.5,treatment,7.48
u_001073,16,FR,iOS,17,control,159.4,control,0,treatment,6.9,treatment,2.91
u_001074,29,US,iOS,512,control,253.3,treatment,1,control,6.8,treatment,14.94
u_001075,21,BR,Android,5,control,207.5,treatment,0,control,8.1,control,11.64
u_001076,14,US,iOS,55,treatment,200.2,treatment,0,treatment,5.1,control,21.22
u_001077,21,DE,Android,503,control,193.6,treatment,0,control,7.2,treatment,10.67
u_001078,33,US,iOS,84,treatment,181.6,control,0,control,8.3,control,8.93
u_001079,29,BR,Android,82,control,156.1,control,0,treatment,10.9,treatment,18.65
u_001080,21,US,Android,66,control,140.6,treatment,0,control,4.4,control,10.06
u_001081,21,US,Android,52,control,131.0,control,0,treatment,5.4,treatment,15.48
u_001082,22,IN,iOS,37,treatment,156.3,treatment,0,control,4.2,treatment,19.34
u_001083,36,US,Android,49,control,189.5,control,0,control,7.6,treatment,4.75
u_001084,26,US,Android,5,treatment,96.0,treatment,0,control,4.1,treatment,5.89
u_001085,26,US,iOS,78,treatment,242.1,control,0,control,9.0,treatment,4.37
u_001086,30,US,Android,9,control,168.1,treatment,0,control,13.8,control,9.93
u_001087,25,FR,Android,173,control,147.1,control,0,control,9.7,control,1.22
u_001088,22,IN,Android,286,treatment,128.2,control,0,treatment,0.4,control,4.37
u_001089,22,DE,Android,30,treatment,246.6,control,0,control,12.6,treatment,14.36
u_001090,23,IN,Android,292,control,75.2,control,1,treatment,0.0,control,15.23
u_001091,23,US,iOS,9,treatment,268.7,control,0,treatment,8.4,control,14.0
u_001092,28,ID,iOS,99,treatment,136.5,control,0,treatment,5.6,control,8.81
u_001093,24,US,Android,334,control,84.9,control,0,control,13.0,control,4.96
u_001094,28,BR,Android,219,treatment,165.5,control,0,treatment,11.5,treatment,9.42
u_001095,23,US,iOS,91,treatment,222.5,control,1,treatment,11.7,treatment,12.86
u_001096,24,ID,iOS,224,treatment,192.4,control,0,control,5.2,control,13.48
u_001097,13,DE,iOS,16,control,110.7,control,0,treatment,8.7,control,10.67
u_001098,29,FR,Android,37,treatment,181.4,control,0,treatment,11.1,control,15.91
u_001099,26,IN,Android,256,treatment,218.4,treatment,0,control,14.1,control,13.32
u_001100,29,IN,iOS,118,control,173.7,control,0,control,14.0,treatment,6.96
